STU_ID,GPA_HIGHSCHOOL,Prior_Hours,ReStartMajor,Gender,ReEthnicity,ReCounty,ReFirstMathCrs,FirstMathCrsGrade,UWFHour1stTerm,UWFGPA1stTerm,Drop1stYear
781C8639BFE6A7A546A56227AA20C56EE9766AFD,2.58,7,Computer Engineering,M,White,DUVA,MAC1147,F,14,0,Retained
78BAE479F99B043414957CD530EBCCBC9A3273AB,3.24,0,Computer Science,M,African American,NFLA,MAC1105C,C,13,1.930769231,Retained
78C142BAA1C75E2C47970C63A37E40B98762DF0C,3.32,0,Cybersecurity,M,White,SANT,MAC1147,W,3,1.7,Retained
790F6C911E51CC9FDEA390D999C200E2818401A0,3.68,0,Cybersecurity,F,Hispanic,OKAL,MAC1147,C-,13,1.884615385,Retained
79AEFD0C4E73EB70A4CD0CCBA30461B94B6EADA7,4.063,32,Marine Biology,F,White,NFLA,MAC1147,A,12,4,Retained
79CA91024488C286FCB1595BFC165A2D77FB1370,3.92,36,Cybersecurity,M,Others,NFLA,MAC2311,C+,16,3.25625,Retained
79ED2E387D2319EEA1FC03E09898A8DF6A863FCA,3.1,0,Computer Science,M,White,OKAL,MAC1105C,D,10,2.29,Retained
7A0DB322ED14C5F5CF32437B93A6C35E4474810A,3.1,0,Marine Biology,F,White,NFLA,MAC1105C,B+,8,3.5375,Retained
7A9D4F2038CF87A699A1BFA9D1CF44DCF5A2AE71,4.15,10,Marine Biology,F,White,NFLA,MAC1147,A-,12,3.15,Retained
7AB3CD0AB33A1CDB4F332C3C144639D8AACFD9AB,4.44,58,Biomedical Sciences,M,White,ESCA,NoAttempt,NoAttempt,15,3.94,Retained
7B08011C75829D1219117CCD0F834E911F8D1B37,3.71,7,Mechanical Engineering,M,White,ESCA,MAC1105C,A,14,3.721428571,Retained
7B88F0495DA7EA16E11DCAB261DB1B15C6BC366E,2.94,10,Electrical Engineering,M,White,HILL,MAC1147,D,16,0.75625,Dropped
7BB9CBC1F6FC3758A50E4D33BEF6FCEDF19FBD36,4.47,4,Electrical Engineering,M,White,SANT,MAC2312,NF,12,2.341666667,Retained
7C30471513CD1F6CF2A6B32CCA20BE0E77D21A95,3.5,0,Mechanical Engineering,M,White,Others,MAC1147,W,7,2.885714286,Retained
7C4017451039051B88EAC4088F3B3277CD35F5B9,4.36,18,Marine Biology,M,White,DUVA,MAC1147,A,15,4,Retained
7C9B581811458133BECD15F12ACF3B0B08F0E373,3.6,6,Cybersecurity,F,White,OKAL,NoAttempt,NoAttempt,12,2.85,Dropped
7D7D530BCB0463894826A9F0B19DCB435A06F8E8,3.65,0,Cybersecurity,M,Not Reported,NFLA,MAC1105C,B,13,2.861538462,Retained
7D9479993D1F9667F1025DEE18DC3496BE6F95AE,3.57,0,Marine Biology,M,White,NFLA,MAC1147,C+,10,2.54,Retained
7DC927D1D09435ED67976D257E54DE7009269ECC,2.98,0,Computer Science,M,White,ESCA,MAC1147,C,13,2.438461538,Retained
7E006811698D028D34B52C59B8CE92EEAB4F9CB1,3.91,6,Marine Biology,F,White,NFLA,MAC1105C,B-,15,2.72,Retained
7E5620D12B6F07E2A595286B395200A3DC1B3525,4.22,45,Information Technology,M,Hispanic,ESCA,MAC1147,B,16,3.75,Retained
7E9C0B3326065148E04A44794519F98099015CB6,4.51,6,Biomedical Sciences,F,Two or More,SANT,MAC1105C,A,12,3.575,Retained
7F452032A8F5B297D9696F8319E37301167064AF,3.5,28,Biomedical Sciences,F,White,ESCA,MAC1147,B-,13,3.207692308,Retained
7F7258E90C154B878D4D6A7382A24A673D609601,4.22,12,Mechanical Engineering,M,White,SANT,MAC1147,B,12,3.183333333,Retained
7F861D05073FFDB6DA174673D340DC24561239D1,3.92,23,Physics,M,Two or More,NFLA,MAC2312,B+,15,3.153333333,Retained
7F917FF402DA7A309518542A8F29CD7C0A986098,4.38,16,Biochemistry,M,Not Reported,SANT,NoAttempt,NoAttempt,14,3.585714286,Retained
7FB51CD79CD17A1136A0FC1A6CB5BA83C7EB5B3E,3.31,9,Mathematics,F,White,OKAL,MAC1147,B,13,2.007692308,Retained
7FE68466CFC67191A1C3AA7B3137C82DB8CD4ACC,3,0,Electrical Engineering,M,Hispanic,ESCA,NoAttempt,NoAttempt,13,3.376923077,Dropped
809E08A56B34501FFD5966F0850AA40D81ACF60E,4.66,45,Environmental Management,F,White,Others,NoAttempt,NoAttempt,14,3.592857143,Retained
80D1CB45992623E42E87580F44F8DB73242C8EA5,4.62,30,Biomedical Sciences,F,White,SANT,NoAttempt,NoAttempt,15,4,Dropped
8131E95B799DE783A9EC24062901E04FC42DD8BA,4.31,20,Biomedical Sciences,M,White,NFLA,MAC1147,A,15,3.873333333,Retained
8139445C29E309E1929E51B21195DE01AE1DF365,4,0,Marine Biology,F,White,SANT,MAC1147,C,12,2.666666667,Retained
813BAE1442099693E548A023E1C2E93D53D92B68,3.84,27,Biomedical Sciences,F,Two or More,Others,MAC1147,B-,12,2.9,Retained
814A7C8E4DB1B9CCA0C0BC66A9F060044E2B6AFA,3.31,3,Natural Science,F,Two or More,OKAL,MAC1147,C,15,2.486666667,Retained
81AB487CB3404AFD9894C63E0079834509D91548,3.41,10,Mechanical Engineering,M,White,OKAL,MAC2312,D,11,2.009090909,Retained
828640F9210DE26510F2FD08F3BB3DC79AB6C32B,3.49,0,Biomedical Sciences,M,Hispanic,Others,MAC1105C,W,7,3.271428571,Retained
82A5AA0466F6BEBD9C4B2E93DD62692A2ED2FF99,3.67,3,Marine Biology,F,Two or More,ESCA,MAC1147,C,15,2.88,Retained
82E3F494ADB50EFAA00CF7BD34BA9F953D4BB316,4.39,3,Mechanical Engineering,F,White,OKAL,MAC1105C,A,12,4,Retained
82E6583E252918C703A48C1041F6412EF477AF50,3.9,8,Marine Biology,F,White,NFLA,NoAttempt,NoAttempt,14,3.507142857,Dropped
833F53B8927283FB21DB3F5541B1545CFF99F9A5,4.11,12,Cybersecurity,M,Hispanic,Others,MAC1147,A,16,3.7,Retained
83870F94B1CAA64D2E045791512509D38D31973A,3.12,3,Computer Science,M,White,ESCA,NoAttempt,NoAttempt,12,2.825,Retained
839C28681F9545A58D026720DE070206C439875B,3.48,0,Software Design & Development,M,White,Others,NoAttempt,NoAttempt,12,3.175,Dropped
83FED2A2817CDB58FE3BEA5531526506BE268CB0,2.8,0,Cybersecurity,M,White,DUVA,MAC1147,C-,17,2.929411765,Retained
844DD918584C3BA6EBB64455DACA67C4350C4A35,3.42,61,Biomedical Sciences,F,White,OKAL,MAC2311,W,9,3.244444444,Retained
849FC73A5BA8400D31CA619151FFA4E8F0D637C8,3.71,6,Biology,F,White,SANT,MAC1147,B-,12,2.566666667,Retained
84B84FA66975E190C0C3B7B28B08FFB09AFB0C75,4.23,12,Biomedical Sciences,F,Hispanic,Others,MAC1105C,B+,15,3.1,Retained
84CA2642A9008254C8AE8336ED16110284EFA928,4.53,0,Computer Science,M,White,ESCA,MAC1105C,A,13,4,Retained
853C70B0041602EA7CC047A81F48873A32B1BCEA,4,10,Marine Biology,F,White,NFLA,MAC1147,B,12,3.083333333,Retained
8543C22C88D1107C78E1AE1E589250950A612A43,4.71,29,Electrical Engineering,M,White,ESCA,MAC2312,C,12,2.95,Retained
85A1D5364BC3171A9A25478D62739C4FED1015BE,3.54,0,Marine Biology,M,White,ESCA,MAC1147,C+,10,2.72,Retained
85C21AC337C1D726D262F8E6D1F2ED65F06196FD,3.89,27,Electrical Engineering,M,Hispanic,Others,Others,B+,12,3.3,Retained
862E787BBB77BF1A918ED1A93D7BBBFCB2398226,2.8,3,Others,M,Hispanic,SANT,MAC1147,C+,13,2.946153846,Retained
8713C05FC5F5394C31A97302881E88CAD6A489A4,3.47,0,Mechanical Engineering,M,White,ESCA,MAC1147,A-,15,2.646666667,Retained
8778F02EBB2A7042F0F5AA27F13D5D37B6A5B118,3.99,0,Software Design & Development,M,African American,ORAN,MAC1105C,D+,14,1.95,Retained
879553FA10BFE78A2D0DC58448168FE9570ED779,3.24,9,Computer Engineering,M,White,Others,MAC1147,C,15,2.113333333,Retained
880F1D273C5CCEBEE5505C2B2B1295EA94D70E6B,4.71,30,Cybersecurity,F,African American,ESCA,MAC2311,A,13,3.769230769,Retained
884DAD7A5AAD94BC64C442268780DA1662F0D080,4.66,13,Biomedical Sciences,F,Asian,ESCA,NoAttempt,NoAttempt,13,4,Retained
889425B3C0ED6F89E3047814BC68836AEB1EDD06,3.57,0,Electrical Engineering,M,Asian,ESCA,MAC1105C,B-,13,2.676923077,Retained
88C1A7790C7920B5B9F254225F3CDA298FEA029A,3.53,14,Computer Engineering,M,White,ESCA,MAC2312,C,14,1.492857143,Dropped
88C3726723669B40A4810A1F4F15EC5136B546AC,4.3,25,Biomedical Sciences,M,White,SANT,Others,A-,12,3.366666667,Retained
88D06DD581B5D2C3392999B5BC8ED18A5B3174B8,3.2,0,Cybersecurity,M,White,ESCA,MAC1147,B,13,2.838461538,Retained
88DDF4D4BC37B98B887E2A64309A46282DB401C5,3.52,0,Computer Engineering,M,Hispanic,PASC,MAC1147,B+,14,2.714285714,Dropped
89618925A2096F36D76D972E738394BFDE6F1DAE,4.08,0,Environmental Management,F,White,ESCA,MAC1105C,C,12,2.141666667,Retained
8966B34764E335E01F11F55B5BB2457633708DD7,4,23,Chemistry,F,African American,SANT,MAC1147,D+,12,2.35,Retained
89A3324C976C60644145DCEBC6060B3C73D6470A,4.28,22,Electrical Engineering,M,White,ESCA,MAC2312,B+,14,3.735714286,Retained
8AA41C68DEE321C8B7718CA3DA55679EFA7179F6,3.57,32,Electrical Engineering,M,White,SANT,MAC1147,F,12,0.25,Dropped
8AB97D84B8BF86D555A5DB2CD7F01D8C14180D6F,3.37,7,Biomedical Sciences,F,White,Others,MAC1147,W,11,0.481818182,Dropped
8AD41FE8509E31E32E2EC875718C6ED10488941D,3.26,3,Computer Science,F,Two or More,NFLA,MAC1105C,B,16,2.56875,Retained
8B111995422FAEF8CDEA4F72A5F0597182ED0EE4,5,28,Environmental Management,M,White,Others,MAC1140,A,13,4,Retained
8BAE7587ABF0B9BE3DB857BBB473D324FFF7FFA1,3.56,4,Biology,F,Hispanic,SANT,MAC2311,A,15,4,Dropped
8BD88B2DBF2A372F58ED9CA68E62730E48DD5621,4.5,57,Biomedical Sciences,M,Hispanic,ESCA,NoAttempt,NoAttempt,14,4,Retained
8BDCE11CFC2987B70E56FF23544448245E4AFD41,3.37,10,Information Technology,M,Asian,SANT,NoAttempt,NoAttempt,13,2.084615385,Retained
8BE4A97D1B331795D786F60DF795CA9E0E29C2B8,4.55,89,Electrical Engineering,M,White,OKAL,NoAttempt,NoAttempt,15,1.853333333,Retained
8BEE17DB06F33FC12C0CB510E918A52C439FE112,3.8,43,Biology,F,White,Others,NoAttempt,NoAttempt,14,3.528571429,Retained
8C13B2202ACAC4AEC34C80472B078AAD088E0220,4.26,12,Biomedical Sciences,F,White,ESCA,MAC2311,W,11,3,Retained
8C4510A7B5753AA44B6F18DBB11E015B2AC7B8A3,4.06,30,Electrical Engineering,M,Hispanic,OKAL,MAC1147,B,14,3.5,Retained
8C71DBF9F2A431A68AB60A9112D1B9813A7B867C,4.48,51,Computer Science,F,Hispanic,SANT,MAC2312,C+,13,3.176923077,Retained
8D143F7D169BD579EAC9E640D0777CF74D919A3A,4.14,21,Cybersecurity,M,White,ESCA,MAC1147,A-,13,3.376923077,Retained
8D31BAC8DF91B85BB886987F3E881FFD3EEA6F04,3.2,19,Chemistry,M,Others,ESCA,MAC1147,C+,12,2.858333333,Retained
8D9CFB56A4206A4501A47C0F574D72DC71AD5066,4.2,10,Electrical Engineering,M,White,SANT,NoAttempt,NoAttempt,13,3.861538462,Retained
8DA58F72B375C6DDFDA5C53986EAB812974AF847,4.25,18,Biomedical Sciences,F,White,OKAL,MAC1147,A,14,3.785714286,Retained
8DA67AF346DE4CE0DCD8276FF9DF13BC24775E1A,3.59,0,Computer Science,M,Two or More,SANT,NoAttempt,NoAttempt,13,3.069230769,Dropped
8DDE94A1927550EA2D544FAC9F2CD0462E24DA8D,3.61,13,Biomedical Sciences,F,White,ESCA,MAC1147,A,13,3.530769231,Retained
8E702A9C8E2E80438196AB5EFCBEDD96280CD02B,4.15,9,Biomedical Sciences,F,White,SANT,MAC1147,B+,12,3.258333333,Retained
8E7CD5D16A8D9FFC3DDA69A5702565EAE596B32C,4.24,21,Software Design & Development,M,White,OKAL,MAC2312,A,16,3.8875,Retained
8EA6555B74DD9B2EEB4538A8EB28ED9F3A6B0631,3,0,Mechanical Engineering,M,Others,Others,MAC1147,A,16,3.94375,Retained
8EF38C8896AFA243A33AA4B7CDFBDAF9BD5A2378,3.88,3,Marine Biology,M,White,NFLA,MAC1147,A-,16,3.36875,Retained
8F1CEF4996E4C1FDF95B866E32E3E108237E22C1,3.06,9,Mechanical Engineering,M,White,SANT,MAC1147,C,13,1.9,Retained
8F46131E435EE30DC216E60CA60B1B001A4FDCAB,4.5,30,Environmental Management,F,White,SANT,MAC1147,A,12,3.975,Retained
8F470B09846D2DB47D120EC8FFFD02DC9A88A48E,3.2,56,Biomedical Sciences,M,White,SANT,MAC1105,C,14,2.142857143,Retained
8F4EB7E4FA222EC2BC022477A6246EE55336AD2A,3.7,29,Software Engineering,M,African American,ORAN,MAC2312,B,14,2.514285714,Retained
8F5E553CEEFB01E5DD6586503E8E30655ABCE21F,2.61,6,Mechanical Engineering,M,White,ESCA,MAC1147,W,4,1.425,Dropped
8FD1EBF65B018B56FEBE31BD54011DED7BEC43F1,4.21,18,Biomedical Sciences,M,White,ESCA,MAC1147,A,13,3.538461538,Retained
913BD7C75F041E5FBB38EF246445B111A5C47673,4.6,19,Physics,M,White,SANT,MAC1147,A,15,3.72,Retained
913C5D22BACA63A5BBCFD1DB6788B93628C8160F,3.81,0,Mechanical Engineering,M,African American,ESCA,MAC1147,B,12,3,Retained
9222DAAEA7816AC7C38B45FBE4E4B5D0E03F8BE8,2.38,3,Mechanical Engineering,M,African American,Others,NoAttempt,NoAttempt,12,1.75,Dropped
9264B84585F795946D12DEC9D06EA36A452158A7,3.46,18,Computer Engineering,M,White,ESCA,MAC1147,B,14,3.364285714,Retained
92F0249E69B16698AD345FE64897D43F8BE5940C,4.48,10,Biomedical Sciences,M,White,ESCA,NoAttempt,NoAttempt,13,3.769230769,Retained
92FC525C045FDDEECF3724378C89F4C8848E99C8,3.1,0,Marine Biology,M,White,NFLA,MAC1147,B,12,3.158333333,Retained
932181B0F87DBB58617BB6F0E80593C1222F2E70,3.67,0,Biomedical Sciences,F,African American,Others,MAC1147,W,10,2.4,Retained
9390313471E85FBD2309C8B328EEA81E1BF49461,4.1,22,Marine Biology,F,White,NFLA,MAC1105C,A,14,3.85,Dropped
939FED67452A680DFE76DE9098CB6769F44BC91B,3.22,0,Cybersecurity,M,White,Others,MAC1105C,D+,13,2.476923077,Retained
93A4B6FDC3F8914993770810A261DB4C88990ED6,3.74,12,Natural Science,F,White,Others,MAC1147,B+,13,2.469230769,Retained
93CDDE279036934BD447D3DD6685ED4F7EC4D625,3.63,0,Environmental Management,M,African American,ESCA,MAC1105C,B+,14,3.171428571,Retained
942637AA16EA27552B773671DE360B77ED8D4613,2.03,0,Others,F,White,ESCA,MAC1105C,D+,4,1.3,Dropped
94971DC813C4B089E36416844231CF9B59D718C9,4.19,21,Mathematics,M,Hispanic,SANT,MAC2311,A,10,3.4,Retained
9551F633AEDEC65FC08156A684EC1805FF200128,3.48,14,Cybersecurity,M,White,ESCA,MAC1105C,F,15,2.22,Dropped
956F7B54EB6C148C81FCA9EEFE23D0C52466C83D,3.91,12,Engineering,M,Hispanic,Others,MAC1147,B,14,3.2,Retained
9589049D207DB842343341C0B05489C8226E5547,3.21,0,Cybersecurity,M,White,SANT,MAC1105C,W,1,2,Dropped
959BC3D76E83427C2656308B0930DBDBF6C837F6,4.24,25,Mechanical Engineering,M,White,Others,MAC2312,F,14,2.228571429,Retained
95D91A0580FAA03421CD9DD7BCF35EB99FAA8D9B,4.15,0,Computer Engineering,M,Two or More,SANT,MAC2311,A,14,3.571428571,Retained
95E5781DB285955829247AC3AE5D8D7F73B82026,3.49,0,Biomedical Sciences,M,African American,ESCA,MAC1105C,A,15,4,Retained
961EABD8240C812214CED655EA540591631B2365,4.4,53,Biology,F,White,SANT,NoAttempt,NoAttempt,11,3.536363636,Retained
9658327CA1315A7E20851177F236373D733FFE91,3.88,3,Marine Biology,F,White,BAY,MAC1105C,B+,13,2.792307692,Retained
96D15088C91138D6AB2E61C55772E9638CCA4AF2,4.18,35,Computer Science,M,White,SANT,NoAttempt,NoAttempt,13,2.615384615,Retained
96FDEF24AF56C1D52C3E408FE99C8C8DFBC50E60,3.77,12,Environmental Management,M,White,ESCA,NoAttempt,NoAttempt,14,2.407142857,Retained
9730324DA62F4B177CCE7ABD00483AD2E1A35414,4.8,4,Mechanical Engineering,M,Asian,ESCA,MAC2311,A,15,3.86,Retained
977672570C2C0B9E623111607F6603446D20500E,4.42,12,Biology,M,Not Reported,SANT,MAC1147,C+,14,2.964285714,Retained
9795FFE4A232C1740FC912B1514DF886FF9AD878,3.44,0,Biomedical Sciences,M,White,OKAL,MAC1105C,B+,12,3.175,Retained
97B905D7941C8DC62D14F8E7AADA58F89E0D5142,4.07,3,Marine Biology,F,White,Others,MAC1105C,A,15,3.64,Retained
97C72C979F978ABB1688B37C74D97541681EFC7C,2.79,19,Biology,M,Hispanic,DUVA,NoAttempt,NoAttempt,14,2.292857143,Retained
97FFB7D29942ADE600C1315B0ED10AFF7E5A570E,3.62,15,Mechanical Engineering,M,White,Others,MAC1147,A,15,3.613333333,Dropped
983A7ECD43548E0F00114F9579C319D1AEA5963D,3.32,3,Biology,M,Two or More,OKAL,MAC1147,F,10,0.6,Dropped
9846154EBF84698E096E878489854A0B443C2CB4,4.04,18,Biomedical Sciences,F,White,Others,MAC1105C,B+,14,3.157142857,Retained
98895292EB14EF6F03E122A2B2B54875CCDA8798,4.32,21,Mechanical Engineering,F,White,OKAL,MAC1147,A,12,4,Retained
989A5C31208DBB504651541B57334913630FD269,4.04,25,Natural Science,F,White,Others,MAC1147,D,14,3.057142857,Retained
98CC1291B457A23634C53DF99007EBDC7EA6C916,3.83,0,Marine Biology,F,African American,OKAL,MAC1147,A,14,3.564285714,Retained
98DAEF9E0DECC45990B3581CC18A5A77A6CA2106,3.99,21,Cybersecurity,M,White,SANT,MAC2312,B-,13,2.815384615,Retained
99B1C484EE8791282FF2C4DE2B0168F9AC05C338,4.53,28,Computer Science,F,White,ESCA,MAC2312,A-,11,3.345454545,Retained
9A0C5595C7687FB2CB89350BAB85CDA4169FB5A7,3.77,0,Biomedical Sciences,M,Hispanic,OKAL,MAC1147,C-,15,2.06,Retained
9A729977966C774993C16A7282843BD2DC3120A6,3,0,Biomedical Sciences,F,White,NFLA,MAC1105C,B,14,3,Retained
9A8E68DB92A3EBCD8ABAF76907484CB6AFCBF04C,4.17,15,Biology,F,Hispanic,PASC,MAC1105C,A,13,3.230769231,Retained
9AAE0A3463C5E0BBDB436E9B8518CD03E742A933,3.91,6,Environmental Management,M,White,ESCA,NoAttempt,NoAttempt,14,3.071428571,Retained
9AB71AF2D394EE4C627679B63FF0FE428E7CF0B0,2.5,8,Electrical Engineering,M,White,NFLA,MAC1147,C,12,1.916666667,Retained
9AF7F9B8A9F1138AA005D9DA945A01B6A3C93A6C,3.04,18,Biomedical Sciences,M,Two or More,BAY,MAC1147,D+,7,1.171428571,Dropped
9B89F5BA8243FDD3859A2D5FADB85E6BABDEF81A,3.41,6,Mechanical Engineering,M,White,SANT,MAC1147,A,12,3.575,Dropped
9B99B67D30667CBB839132E66E65ACE0F2FD46E1,4.6,9,Biomedical Sciences,F,Asian,ESCA,MAC1147,B+,12,3.108333333,Retained
9BC6EBD29318884A3B01918503C5D016C3BC1181,4.18,12,Chemistry,M,White,HILL,MAC1147,D,14,1.921428571,Retained
9BCC00A4D2A787B72714BBC0FD0292D56AD4CC87,4.7,51,Biomedical Sciences,F,White,ESCA,NoAttempt,NoAttempt,12,2.575,Retained
9C8E9ED443B0E6D8161DB85FF83EC0BF7519671E,3.02,0,Biology,F,White,ESCA,MAC1147,A,13,3.930769231,Retained
9C9E377841D828043B521B8547E6A468F21F4531,4.45,15,Environmental Management,F,White,ESCA,NoAttempt,NoAttempt,14,3.871428571,Retained
9D5B0AB82E6ADEDF5A299646DC1C206EA01E59D2,4.21,33,Biomedical Sciences,F,Asian,ESCA,MAC1147,B,15,3.066666667,Retained
9DCB4B4D79BBEA8527964710F6BB8C925C896051,3.52,15,Mechanical Engineering,M,White,BAY,MAC2311,D,14,2.657142857,Dropped
9DFB96F5F74E555A2754C4A9422F8DB558AF8682,3.36,0,Biology,M,African American,ESCA,NoAttempt,NoAttempt,13,2.307692308,Dropped
9E286E05E9D10F23CCCB51FE927412011129BC0A,3.25,0,Marine Biology,M,African American,Others,MAC1105C,F,11,1.009090909,Dropped
9E569FAA770981D47E8EA6AFF8ACEC5C0B6096F6,5,32,Mechanical Engineering,M,White,ESCA,MAC2311,A,14,4,Retained
9EA8880E425E70453660359BCF263EA8984C230F,3.79,15,Biology,F,White,ESCA,MAC1147,B,15,3.28,Retained
9EBC66A24AFC91241CDC694CCA8D04D383D1C670,3.6,9,Marine Biology,M,Asian,Others,MAC1147,W,4,3.275,Retained
9EFC1B41946F207DFF473EC782DC36D2AA5949BB,4.47,28,Biomedical Sciences,F,White,SANT,MAC1147,B-,12,2.908333333,Retained
9F39CFB1F65BF99AFE2A372714B6019395B19729,3.11,5,Electrical Engineering,M,Hispanic,SANT,MAC1147,C-,12,0.816666667,Dropped
9F6C9B0CF971C9EC9C2A7CF7FFD065874A430447,4.17,28,Cybersecurity,M,Hispanic,SANT,NoAttempt,NoAttempt,14,3.078571429,Retained
9FAE811A3D6BDD0AB0099EFA0A34F92ED69321BB,4.17,24,Biomedical Sciences,F,White,ESCA,MAC1105C,B+,15,3.226666667,Retained
9FF2D71391A10999FBC6786708B4EB417B67B219,4.36,9,Mechanical Engineering,M,White,ESCA,MAC1147,A,13,3.930769231,Retained
A0527DB111CCFFF801A949413BC0B424D7E45898,3.8,9,Computer Engineering,M,Hispanic,ESCA,MAC1147,B-,14,3.05,Retained
A0592E02AED4B119185A4A27195864771700ED53,4.14,6,Computer Engineering,M,Asian,ESCA,MAC1105C,B+,13,3.392307692,Retained
A08EECF9E64A95F912F667BA8BB82412FA5F6B3F,3.3,0,Mechanical Engineering,M,Hispanic,SANT,MAC1147,D,8,1.5,Dropped
A0C550697C1E61AF04994CD70B23A835699DADEC,3.74,79,Cybersecurity,F,White,OKAL,MAC2311,C,13,2,Retained
A0C6442516DBFE02B1841715374AAD5FE1C07712,3.44,7,Chemistry,F,Hispanic,PASC,MAC1105C,B,14,2,Dropped
A0CB54111A6FF52757BB49BC4DDA416EF5ECB786,3.2,14,Mechanical Engineering,M,White,Others,MAC1147,F,13,1.546153846,Dropped
A0D25F0C8A30FE53921EE2483874341439C0FD81,3.65,9,Mechanical Engineering,M,White,ESCA,MAC1147,B-,14,2.771428571,Retained
A0F287DDFF0E7379B5AEB50EB7C6110E08FE3D57,4.54,39,Mechanical Engineering,F,Asian,ESCA,MAC2311,A,15,3.94,Retained
A16DC99F8BCD9CB393F3AC398DBB6B758ACF6A1A,4.59,29,Physics,M,White,OKAL,MAC2312,A-,12,3.825,Dropped
A187F82BB0573798FA26267DD4FBE9E921C88D03,2.81,4,Cybersecurity,M,Hispanic,Others,MAC1105C,W,6,0.5,Dropped
A1C62AD4B6AF8FFCA9CAB35696BB89B9BC64283E,4.38,77,Biomedical Sciences,F,White,OKAL,Others,B-,14,3.107142857,Retained
A1D967FD56026DB3D433999D488C5DDA6B407F90,3.46,12,Mechanical Engineering,M,Not Reported,SANT,MAC2311,NF,14,2.128571429,Dropped
A1F7F2891FEAD6E1F4FB7FB3383D74FACA9988A5,4.03,44,Environmental Management,F,White,Others,MAC1140,B,14,3.421428571,Retained
A215BD0FC7BE6B38D8E06F5E4A8E87CAFB27C3BE,3.39,10,Marine Biology,F,White,Others,MAC1147,C,11,1.927272727,Retained
A24B7C47A0EE997CD76956EF665A4A4D4A05BFD8,3.51,0,Computer Engineering,M,White,ESCA,MAC1147,A,14,4,Retained
A25643D682DF71C3327C9C60EEC5E1A6D5BC8243,2.89,0,Marine Biology,F,White,Others,MAC1105C,F,7,0,Dropped
A2D9679F32797548788BD6BD7BC7F9B73C46015B,3.18,23,Biochemistry,M,White,SANT,MAC2312,D+,14,1.828571429,Retained
A309E84A6089A1042A80CAF1F7053098FEF65A1C,2.83,4,Mechanical Engineering,M,Hispanic,Others,MAC1147,A,11,1.454545455,Dropped
A323D2461A0B73F3F56AF613CD6F62EA1E14D942,3.8,85,Software Design & Development,M,White,SANT,NoAttempt,NoAttempt,12,4,Retained
A3403F450CC7C89194290982378C1C7B89E52CC5,3.22,21,Cybersecurity,M,White,SANT,MAC2311,C,13,2.692307692,Retained
A347140E4DE45093889FE9F2F68F321DA8229135,3.19,6,Cybersecurity,M,White,WALT,MAC1105C,B-,12,3.141666667,Retained
A3593C2173699306DA86875DE495890199B44D12,3.5,9,Marine Biology,M,White,Others,MAC1147,C,14,2.021428571,Dropped
A3A96B811B452E84A92F307B80905ED04217F33C,3.94,18,Biomedical Sciences,F,White,SANT,MAC1147,W,8,3.2375,Retained
A3C14824037B1BFB6631E039D10756ACECC51541,3.55,16,Computer Science,M,Two or More,SANT,MAC2311,W,9,1.9,Dropped
A3D49D0D098981B8B2867A225B847DF81A7CB508,4.48,24,Marine Biology,M,White,SANT,MAC2311,C+,12,3.041666667,Retained
A46F41894AA273FB79FE4B6D745311544CC2C265,4.51,40,Cybersecurity,F,White,NFLA,MAC1147,C,13,3.084615385,Retained
A581D91FC729ED51D10659850799A0FE952A89D3,3.59,0,Computer Science,F,African American,Others,MAC1147,C+,13,2.323076923,Retained
A5E001784D59CD98D2B8D0F8A2EE8E45F1A8273F,3.46,0,Cybersecurity,M,White,ESCA,MAC1105C,B+,13,3.392307692,Dropped
A6FA5E651EBD91F103EA714C21019D44CFBA73A8,3.92,26,Biomedical Sciences,F,African American,ESCA,MAC1147,B+,12,3.108333333,Retained
A75330634FB8373FFEE2A435DCD08B7243CD8889,3.34,4,Chemistry,F,Not Reported,SANT,MAC1147,F,11,0.472727273,Dropped
A8333C5365537D4909E41C8174211CAF84B43AC0,3.66,18,Cybersecurity,F,White,SANT,MAC2311,F,7,0.857142857,Dropped
A85918BB33BBF920A422F56A087190CD49B20028,4.25,6,Biomedical Sciences,F,White,ESCA,MAC1147,C+,15,2.74,Dropped
A8BAEF346DF471F2E2B8B86153212E393640C13E,4.32,60,Biomedical Sciences,F,Hispanic,SANT,NoAttempt,NoAttempt,12,2.983333333,Retained
A8C21153F1EBE3C509EC8710E2C11AF3DCB2B1EA,3.07,0,Mechanical Engineering,M,White,OKAL,MAC1147,C,14,2.364285714,Retained
A99700614B4CEF53DDBD7F4F6033BA1E68231352,3.27,0,Physics,M,White,ESCA,MAC1147,W,7,1.828571429,Retained
A99DE29234C11AD0D305D0C8246D6967D62D913E,4.53,28,Electrical Engineering,F,Not Reported,WALT,MAC1147,A,14,4,Retained
A9B449AFCED867B9BB0B9CE261123191E6324AE3,3.45,9,Biology,F,White,DUVA,MAC1105,B,9,2.9,Retained
A9CA47D7E2C3080036E3FC10FEF00CA1CF40C8C1,3.71,7,Engineering,M,White,OKAL,MAC2312,C,14,2.928571429,Retained
A9E14B0A06B4745A2DE5478A87CB1D909B9477C6,4.05,3,Biomedical Sciences,F,White,SANT,MAC1147,W,6,2.65,Retained
