STU_ID,UWFGPA1stYear,Prior_Hours,StartMajor,ReStartMajor,Gender,Ethnicity,ReEthnicity,County,ReCounty,FirstMathCrs,ReFirstMathCrs,FirstMathCrsGrade,UWFHour1stTerm,UWFGPA1stTerm,Drop1stYear,GPA_HIGHSCHOOL
53C878600AC9D60E8BD6CC7A84614C9BE01CB755,3.437931034,7,Biology,Biology,M,White,White,SANT,SANT,NoAttempt,NoAttempt,NoAttempt,14,3.571428571,Retained,3.45
53E92B1B3064D5AA86BAF461ED7C4ACEAF497E5C,4,62,Electrical Engineering,Electrical Engineering,M,White,White,ESCA,ESCA,MAC2312,MAC2312,A,17,4,Dropped,4.4
53F81FB1687CBE0549CD54DB02A9FE2123568608,2.571428571,40,Biomedical Sciences,Biomedical Sciences,F,White,White,CLAY,Others,MAC1147,MAC1147,F,14,1.285714286,Dropped,4.17
553EB4A25E82704A382623435068B9DA05973E0E,3.403333333,22,Mechanical Engineering,Mechanical Engineering,M,White,White,OKAL,OKAL,MAC2313,Others,C+,14,2.935714286,Dropped,4.18
556FB970403B057682DDE44A2D4294FEC8FF8EAE,3.628571429,9,Computer Science,Computer Science,F,Asian,Asian,SANT,SANT,NoAttempt,NoAttempt,NoAttempt,15,3.74,Retained,4.17
557C32329BA48FF3E5A05DB9BAC79E6A88C142FF,3.278787879,24,Mechanical Engineering,Mechanical Engineering,M,White,White,SANT,SANT,MAC1147,MAC1147,A,15,3.533333333,Retained,3.67
56BD7E16AE33FB10B0EB91FFC429FF061C087E10,3.492,23,Biomedical Sciences,Biomedical Sciences,F,White,White,SANT,SANT,MAC1147,MAC1147,C,11,2.090909091,Retained,4.09
572C1F436B5CBFBA135883D50F2830F42989DBA8,3.203448276,18,Computer Science,Computer Science,M,White,White,SANT,SANT,MAC1147,MAC1147,B,13,3.623076923,Retained,4.57
57D3AB57D30CA7FB398D052CB0479CB72393083A,2.959259259,6,Cybersecurity,Cybersecurity,F,Asian,Asian,ESCA,ESCA,MAC1147,MAC1147,A,14,3.421428571,Retained,3.43
580583B630A6AB86B95D21523D7AB6EF013A3AFA,2.760869565,9,Computer Science,Computer Science,M,White,White,NFLA,NFLA,MAC1147,MAC1147,B+,14,3.035714286,Retained,3.27
582467ACD68DA421C8EC261A34AABDE83F432192,2.8,88,Biochemistry,Biochemistry,M,White,White,OKAL,OKAL,NoAttempt,NoAttempt,NoAttempt,14,2.685714286,Retained,4.32
591EA12E6B9472CB0E2D722A8FC1D0452381446F,3.584848485,9,Cybersecurity,Cybersecurity,F,White,White,PINE,Others,MAC1147,MAC1147,A,13,4,Retained,4.05
59376E7960D5C516722EF76D3192B64A6241352A,3.067647059,4,Cybersecurity,Cybersecurity,F,White,White,SANT,SANT,NoAttempt,NoAttempt,NoAttempt,12,3.025,Retained,3.6
59758B0D31A474DFACE9A7D3DEC8CA21EA48AA6C,3.834285714,46,Biomedical Sciences,Biomedical Sciences,F,White,White,HILL,HILL,MAC2311,MAC2311,B+,15,3.673333333,Retained,6.01
59D120D09A0B0E5682DADFF058EC0100457AB501,3.2,0,Marine Biology,Marine Biology,M,White,White,ESCA,ESCA,MAC1105C,MAC1105C,B,15,3,Retained,4.17
5A554D806F6DCA2C1B2E6E69531352F067F3AD2C,3.736585366,0,Mechanical Engineering,Mechanical Engineering,M,Two or More,Two or More,ESCA,ESCA,MAC1147,MAC1147,A,15,3.8,Retained,3.71
5A6A2D57FAACEF84512E11CD45E428728CF55B67,4,32,Biomedical Sciences,Biomedical Sciences,F,White,White,ESCA,ESCA,NoAttempt,NoAttempt,NoAttempt,14,4,Retained,4.6
5B4A2582F1D1C8A24C4CC670F21E3BAEBDC77B79,2.6075,30,Marine Biology,Marine Biology,F,African American,African American,OSCE,Others,MAC1105C,MAC1105C,B,14,2.285714286,Retained,3.3
5B75B3A3A9E548F2FB6FF4B87C5C1295DB47EBBC,3.769230769,21,Cybersecurity,Cybersecurity,M,White,White,ESCA,ESCA,MAC1147,MAC1147,A,13,3.838461538,Retained,4.41
5BD6607ACBF18310799EA58A0497551DA1785794,2.58,0,Biomedical Sciences,Biomedical Sciences,F,Hispanic,Hispanic,ESCA,ESCA,MAC1105C,MAC1105C,B,10,2.58,Retained,3.11
5C5189102BD45A136DDBEAF25F2DAC8F8C50D69A,2.85,53,Biomedical Sciences,Biomedical Sciences,M,White,White,SANT,SANT,NoAttempt,NoAttempt,NoAttempt,12,3.091666667,Retained,4.66
5C77EDF41C76CFAADF9068F2B6D659864A0E5724,3.5,16,Marine Biology,Marine Biology,F,White,White,NFLA,NFLA,MAC1147,MAC1147,A,14,3.5,Dropped,3.8
5C7EF76D963833A32D322AFAD1DB510BAFD5C858,3.213333333,0,Marine Biology,Marine Biology,M,White,White,CLAY,Others,MAC1147,MAC1147,B+,12,3.108333333,Retained,3.96
5CD0B34D3C429A2356DC53500B02629E5D990A0A,2.2625,56,Marine Biology,Marine Biology,M,White,White,DUVA,DUVA,MAC2311,MAC2311,W,8,2.2625,Dropped,4.45
5CFF2DDE00E7663C06BA2B923FA1F80EA31E91C9,3.430555556,10,Mechanical Engineering,Mechanical Engineering,M,White,White,OKAL,OKAL,MAC1147,MAC1147,B,14,3.435714286,Retained,2.84
5D26634EE849FC5660163BEFB47C301F358E06FF,4,32,Biomedical Sciences,Biomedical Sciences,M,White,White,SANT,SANT,MAC1147,MAC1147,A,13,4,Retained,4.22
5D628C946BF0C1FCDEBCF96B6886F8B176BB7A4A,2.754166667,42,Biomedical Sciences,Biomedical Sciences,F,White,White,SANT,SANT,MAC1140,MAC1140,B-,14,2.857142857,Retained,4.04
5D6EFB1C75A6C4D66A244C601EC370D350F17DB5,2.914814815,9,Information Technology,Information Technology,F,White,White,ESCA,ESCA,MAC1147,MAC1147,C,15,3.126666667,Dropped,4.36
5E4876A93C819DD6CA43CEBA40EC1E5283930CFD,3.785714286,16,Biomedical Sciences,Biomedical Sciences,F,White,White,BREV,Others,MAC1147,MAC1147,A,14,3.785714286,Dropped,3.96
5F1ED06052770084783983ABA6492F153DDB66BD,3.184615385,13,Biomedical Sciences,Biomedical Sciences,M,White,White,BAY,BAY,MAC1105,MAC1105,B,13,2.530769231,Retained,2.98
5FC7CF0C0AFE99B3DE43B2B1396712A0EFC69E9F,1.91,0,Mathematics,Mathematics,M,White,White,NFLA,NFLA,MAC1147,MAC1147,D+,14,1.735714286,Dropped,3.09
601EF21D4DC60CFACB3564E8218801F92D046465,2.567647059,14,Mechanical Engineering,Mechanical Engineering,F,White,White,SANT,SANT,MAC1147,MAC1147,A-,14,3.271428571,Retained,3.63
603BDAACF1ECE9D3FAE881E3AC97FAE854386A92,3.725,12,Biomedical Sciences,Biomedical Sciences,F,White,White,SANT,SANT,MAC1147,MAC1147,A,12,4,Retained,3.88
60A3F6B43FEB47CDD54E80C9DCA621FAEDFC698F,2.928,6,Cybersecurity,Cybersecurity,M,White,White,SANT,SANT,MAC1147,MAC1147,B-,13,3.230769231,Retained,3.5
610460D01E65D4B9944E6CE73FD3EB002AE891AC,2.886363636,7,Cybersecurity,Cybersecurity,M,White,White,ESCA,ESCA,MAC2312,MAC2312,F,13,2.169230769,Dropped,4.27
6155F6B1886C126405B98FFAB7DC4F03D885BDE6,0.214285714,13,Physics,Physics,M,Two or More,Two or More,ESCA,ESCA,MAC1147,MAC1147,NF,14,0.214285714,Dropped,3.02
618A5E2547CB96DB36F594664BA3995B1C93E1E7,3.032142857,61,Mathematics,Mathematics,F,Two or More,Two or More,PASC,PASC,MAC1147,MAC1147,B+,13,3.161538462,Retained,4
61D072D26AA0ADE815F51F6D73EB60263C4AD872,4,63,Physics,Physics,M,Asian,Asian,ESCA,ESCA,NoAttempt,NoAttempt,NoAttempt,14,4,Retained,4.37
61FA5EAD610D149D5642259FD184D3278068C45B,3.075862069,0,Biology,Biology,F,White,White,NFLA,NFLA,MAC1147,MAC1147,C+,14,2.7,Retained,3.93
6222B37EF70E3635BCA8B2FC7B8FA19BD87F888C,3.392857143,12,Biomedical Sciences,Biomedical Sciences,F,White,White,ESCA,ESCA,NoAttempt,NoAttempt,NoAttempt,14,3.285714286,Retained,3.93
62278975FE3F40202BAA40AD793C77ACD52D2909,2.6625,0,Electrical Engineering,Electrical Engineering,M,White,White,NFLA,NFLA,MAC1147,MAC1147,D+,15,1.986666667,Retained,2.9
627AE752AAEE3FA83DF61424F2660E949E12787C,2.712121212,0,Natural Science,Natural Science,F,White,White,OKAL,OKAL,MAC1147,MAC1147,C,14,2.557142857,Retained,3.23
6332DECD7EFAF18703D794C8CF8F7D73CF61E7BF,2,12,Computer Engineering,Computer Engineering,M,White,White,SANT,SANT,MAC1147,MAC1147,F,8,1,Dropped,3.27
63A7F13087E0618AC8A117D1549477139353D37F,3.653846154,10,Electrical Engineering,Electrical Engineering,F,White,White,DUVA,DUVA,MAC2312,MAC2312,A,12,3.825,Retained,3.79
6416CFFCDC059A0035CD7C016D8664F0E8A24F2D,2.117857143,9,Computer Information Systems,Others,M,African American,African American,HILL,HILL,MAC1105C,MAC1105C,F,13,1.084615385,Retained,2.38
64C81D3DAB750D236C5D76FBF1CEDB3BC839909B,3.123076923,66,Mechanical Engineering,Mechanical Engineering,M,White,White,SANT,SANT,NoAttempt,NoAttempt,NoAttempt,13,3.469230769,Retained,4.25
64D1D5E105993D68B6A0FCEA4640F247DF963F51,2.693939394,9,Biomedical Sciences,Biomedical Sciences,M,African American,African American,BAY,BAY,MAC1105C,MAC1105C,B-,14,2.471428571,Retained,2.6
65371AC2142F4B552824D1145E62BAAEE6328D79,0,13,Biology,Biology,M,White,White,PALM,Others,MAC1147,MAC1147,W,10,1.18,Dropped,3.6
6539D7F181ACEC9C871F2E86074270719614FEF5,3.952,15,Mechanical Engineering,Mechanical Engineering,M,White,White,SANT,SANT,MAC1147,MAC1147,A,12,4,Retained,4.36
65C3EF7246B7761FC9A8B055D3564DCF1454BB3A,3.366666667,9,Natural Science,Natural Science,F,White,White,SANT,SANT,MAC1147,MAC1147,A,12,3.675,Retained,4.51
65FB37BE520DA16ADED9935C46C702ABE4879564,3.224,27,Mechanical Engineering,Mechanical Engineering,M,White,White,OKAL,OKAL,MAC1147,MAC1147,A-,12,3.658333333,Retained,4.2
661E429F4823BBE6273B129C74A21E483E0AF971,2.6625,3,Biology,Biology,F,White,White,SANT,SANT,MAC1147,MAC1147,D,12,2.108333333,Dropped,4.03
6646114B696DACF527A423AA96E97282C6C91745,2.6,6,Cybersecurity,Cybersecurity,M,White,White,ESCA,ESCA,MAC1147,MAC1147,C+,13,2.392307692,Retained,3.3
66F6DA10ADFF5A13C30077174D312A6607E86844,3.482352941,21,Biomedical Sciences,Biomedical Sciences,M,White,White,ESCA,ESCA,MAC1147,MAC1147,A,13,3.523076923,Retained,4.3
66FE4B0256AA5C3912DE0DE306E58CDFAC341508,3.888888889,40,Environmental Management,Environmental Management,F,White,White,ORAN,ORAN,MAC1140,MAC1140,A,14,4,Retained,4.86
674B434FB2323DD7BEA4132A3E67D55FB1F094B6,3.805714286,0,Marine Biology,Marine Biology,M,White,White,SANT,SANT,MAC1105C,MAC1105C,A,15,3.686666667,Retained,3.8
67AFE62D882E6FF20A49BD207541D72B979C5BA6,2.848780488,10,Cybersecurity,Cybersecurity,M,White,White,ESCA,ESCA,NoAttempt,NoAttempt,NoAttempt,15,3.34,Retained,3.93
687F2481D8C1AEF82061EF5F54983581668AFF69,3.425,24,Marine Biology,Marine Biology,F,White,White,CLAY,Others,NoAttempt,NoAttempt,NoAttempt,14,3.564285714,Retained,4.45
68E0EF4DD7576D0A7E4FA52917882601D151B927,3.289285714,0,Mechanical Engineering,Mechanical Engineering,M,White,White,NFLA,NFLA,MAC1105C,MAC1105C,B-,13,3.230769231,Retained,4.14
68E53C460E140AE5CAA7537C80EAC953A6266A81,3.303703704,23,Marine Biology,Marine Biology,F,White,White,NFLA,NFLA,MAC1147,MAC1147,A,14,3.371428571,Retained,3.67
690DDAACE803C98D53D1CA1FF3D0F344F280B3A9,3.633333333,75,Physics BA,Others,F,White,White,OKAL,OKAL,MAC2311,MAC2311,A,13,3.607692308,Retained,4.36
695B1AB572B56DA5896655F0A77F21B14227D478,1.142857143,4,Mechanical Engineering,Mechanical Engineering,M,White,White,SANT,SANT,MAC1147,MAC1147,C,13,0.615384615,Dropped,2.542
6A18C6BD1B9570368654C983A3DD7C6CA2D89021,3.75,0,Information Engineering Tech,Others,M,White,White,SANT,SANT,NoAttempt,NoAttempt,NoAttempt,12,3.75,Retained,4
6B0D814D82E198F90A1C5CC63428216C2A8F4B59,3.694285714,13,Chemistry,Chemistry,F,White,White,ESCA,ESCA,MAC2312,MAC2312,C,14,3.428571429,Retained,4.22
6B392EEFEAA0A58FA304924969CA9469E296CBEE,1.285714286,9,Biochemistry,Biochemistry,M,Two or More,Two or More,DUVA,DUVA,MAC1147,MAC1147,F,14,1.285714286,Dropped,3.52
6B749890B5AA6D47CFFEFF4B4058D1A740D1AA6F,3.551515152,6,Biomedical Sciences,Biomedical Sciences,F,White,White,ESCA,ESCA,MAC1147,MAC1147,A,14,3.564285714,Retained,3.58
6BC2A37E9E8C64A756E8702B7FC02B043B5631AF,1.871428571,21,Marine Biology,Marine Biology,F,White,White,SANT,SANT,NoAttempt,NoAttempt,NoAttempt,14,1.871428571,Dropped,3.85
6BD45E62AFEDD346F28CFC6B2D6B3AF56D251279,3.5,0,Biology,Biology,F,White,White,SANT,SANT,NoAttempt,NoAttempt,NoAttempt,14,3.285714286,Retained,3.39
6C200D0DDA7028F0B87E2DC2522216865C61F8F0,3.225925926,14,Chemistry,Chemistry,M,White,White,OKAL,OKAL,MAC1147,MAC1147,B-,14,2.807142857,Retained,3.95
6C90C141167A403485FF6A306F6BCE8123C58F10,1.716666667,18,Mechanical Engineering,Mechanical Engineering,M,White,White,SANT,SANT,NoAttempt,NoAttempt,NoAttempt,12,1.075,Dropped,3.33
6C9D0C680F15BF184A72687808774F7275502904,3.15862069,18,Electrical Engineering,Electrical Engineering,M,Hispanic,Hispanic,MARI,Others,MAC1147,MAC1147,B+,13,3.123076923,Retained,3.81
6CBC41ADBD6B287AC006F73AAAD18C18EFB3F8AF,3.973529412,15,Biomedical Sciences,Biomedical Sciences,F,White,White,SANT,SANT,MAC1147,MAC1147,A,13,3.930769231,Retained,4.02
6CBF163408421BB015CB930C258DCA6F7243BE9E,3.091428571,3,Computer Science,Computer Science,M,White,White,SANT,SANT,MAC1105C,MAC1105C,B-,13,3.3,Retained,2.53
6D7AD33631620D6AB6EF0516E3F631F61EEFD9D6,3.333333333,9,Biomedical Sciences,Biomedical Sciences,M,White,White,SANT,SANT,MAC1147,MAC1147,A-,12,3.35,Retained,4.28
6DF7CA296B39E8F3158F675C8BC2DDD56FEC90AE,0,0,Mechanical Engineering,Mechanical Engineering,M,White,White,ESCA,ESCA,MAC1147,MAC1147,W,3,0,Dropped,3.31
6EE6B17FA0687E09B7D9237022A7C72EFCB4F5AA,2.563043478,37,Cybersecurity,Cybersecurity,M,White,White,ESCA,ESCA,MAC1147,MAC1147,W,9,1.666666667,Dropped,4.01
6F1861158ACA5FC109B04594B19DBDA5CC2FEB1A,3.32,30,Electrical Engineering,Electrical Engineering,M,White,White,OKAL,OKAL,MAC2312,MAC2312,C+,15,3.353333333,Retained,4.16
6F5EB041E2B17C3AD76C3DE4A740D304861634FD,3.54375,3,Electrical Engineering,Electrical Engineering,M,Asian,Asian,ESCA,ESCA,MAC1105C,MAC1105C,A,13,3.769230769,Retained,3.6
6FD6A7A966C344720AABE4CA27B2B47F821A1283,3.066666667,15,Electrical Engineering,Electrical Engineering,M,White,White,ESCA,ESCA,MAC1147,MAC1147,B,15,2.813333333,Retained,3.77
706D0E1CE462B7EAFF28EA0796ED223BA2C87C4B,3.86,31,Natural Science,Natural Science,M,White,White,OKAL,OKAL,MAC1147,MAC1147,A,15,3.86,Dropped,3.8
709FC8FF42E533CE38684E9946C1291983425B2B,2.696296296,33,Biology,Biology,F,White,White,ESCA,ESCA,MAC2311,MAC2311,C,12,2.241666667,Retained,4.19
70C1EF44EEF1E822F8891BEFFEE9B7223856260D,2.425,0,Cybersecurity,Cybersecurity,M,White,White,SANT,SANT,NoAttempt,NoAttempt,NoAttempt,12,2.425,Dropped,3.26
70E7CB7DB61991E4D22913BB9A1EE0F63B7E18F8,3.40625,6,Mathematics,Mathematics,F,White,White,ESCA,ESCA,MAC1147,MAC1147,A-,16,3.0625,Retained,3.45
7115EE68573A1E9E0B168763E483CD0ECA77F06D,1.957142857,0,Mechanical Engineering,Mechanical Engineering,M,White,White,SANT,SANT,MAC2311,MAC2311,C+,14,1.95,Retained,3.3
712326EB3A2C33B8F6528775D41593459D4D9277,1.484615385,3,Computer Science,Computer Science,M,White,White,SANT,SANT,MAC1147,MAC1147,C-,13,1.976923077,Retained,3.38
7161DF3D71FFCF45068B7C1B0B630FEA53527C95,4,3,Marine Biology,Marine Biology,F,White,White,NFLA,NFLA,MAC1147,MAC1147,A,15,4,Retained,4.26
72082B3F464C0F766A857F1F2230910E5A528E51,3.43902439,55,Biochemistry,Biochemistry,F,Hispanic,Hispanic,ESCA,ESCA,MAC2313,Others,A,13,3.246153846,Retained,4.24
722B57F7341E6E34ED2BF06D9A1A99CF4F2DFC6B,2.103571429,9,Biology,Biology,F,White,White,SANT,SANT,MAC1105C,MAC1105C,C-,11,1.063636364,Retained,3.77
728F2E53BA7115E81F22BCDDBEBB6D8B35BBF899,3.817647059,0,Biology,Biology,F,Not Reported,Not Reported,MARI,Others,MAC1105C,MAC1105C,A-,14,3.042857143,Retained,4.32
72C49C14803D8F866A069C510CB19AFCF47D70D7,0.484615385,4,Information Technology,Information Technology,M,White,White,ESCA,ESCA,NoAttempt,NoAttempt,NoAttempt,13,0.484615385,Dropped,3.5
72C5C402B664CB8B76629EB678EDACDE29682CF1,3.542857143,12,Mechanical Engineering,Mechanical Engineering,M,White,White,SANT,SANT,MAC2311,MAC2311,B+,12,3.591666667,Retained,4.14
72C7EA30E7487B9F0B48DE831BC50D9DFDDEDD22,3.426923077,12,Marine Biology,Marine Biology,F,Hispanic,Hispanic,HILL,HILL,MAC1147,MAC1147,A,14,3.235714286,Retained,3.74
73ABF6FFBD0EAB112886FB67F3BC2E0E97044B0C,2.403030303,3,Cybersecurity,Cybersecurity,M,Two or More,Two or More,OKAL,OKAL,MAC1147,MAC1147,B,15,2.353333333,Retained,3.33
73BBC36F0466BF5EB99D4A6CC7AEE8AA5D9BD216,2.612,10,Biomedical Sciences,Biomedical Sciences,F,White,White,ESCA,ESCA,NoAttempt,NoAttempt,NoAttempt,13,2.230769231,Retained,4.2
73F10D8D2D7546F3D68B2CEA77EF74C4409B9472,3.262068966,26,Computer Science,Computer Science,M,White,White,SANT,SANT,MAC1147,MAC1147,B+,13,3.484615385,Retained,4.77
744952748176EE3A2210E61B495D87F800C49C4A,2.075,9,Cybersecurity,Cybersecurity,M,White,White,BREV,Others,MAC1105C,MAC1105C,W,9,1.566666667,Retained,3.45
748CF99F41BF95FE3353CE9500ADBA3D41EFC2B4,0,70,Software Engineering,Software Engineering,M,White,White,DUVA,DUVA,MAC2312,MAC2312,A-,14,3.764285714,Dropped,4.74
74AAECD2F0EC58EA82CDE143B404AF0041E24C6E,2.046153846,32,Biomedical Sciences,Biomedical Sciences,F,White,White,ESCA,ESCA,MAC1147,MAC1147,F,13,1.553846154,Retained,3.61
74BE36BFCCE7C8D940F8EB08D0799C412B33E844,2.896,6,Mechanical Engineering,Mechanical Engineering,M,African American,African American,ST J,Others,MAC1105C,MAC1105C,A,13,2.684615385,Retained,4.02
752D4E2178E612AA429CCFC7472248946E447525,2.792857143,44,Mechanical Engineering,Mechanical Engineering,M,White,White,OKAL,OKAL,MAC1114,Others,B-,14,2.792857143,Dropped,4
7541AED7122778DCA5443F4270D69DEF93DBB6D3,2.877142857,6,Cybersecurity,Cybersecurity,M,American Indian/Alaskan Native,Others,ESCA,ESCA,MAC1147,MAC1147,A-,16,2.5375,Retained,3.68
7546113C041823860398FAE451C11C96276AFD10,2.415384615,4,Cybersecurity,Cybersecurity,M,White,White,LEE,Others,MAC1105C,MAC1105C,F,14,0.642857143,Retained,3.31
75CBD080D660D92C626C296E1FABF6D23FDE23F9,3.222222222,6,Chemistry,Chemistry,M,White,White,ESCA,ESCA,MAC2311,MAC2311,C+,14,3.15,Retained,4.38
75FAA0B1FC9734161D34BD12C9D0DA6FF59BEE6D,3.838888889,24,Biochemistry,Biochemistry,M,White,White,SANT,SANT,MAC2311,MAC2311,B,15,3.673333333,Retained,4.38
7611E52236725B46EB4D266E7F5656BEF47B02BD,2.45,6,Computer Science,Computer Science,M,White,White,SANT,SANT,MAC2311,MAC2311,W,9,1.433333333,Retained,3.74
766F677F0FEB506859428C277AABCA27B7B6F3CE,1.975,26,Biomedical Sciences,Biomedical Sciences,F,White,White,SANT,SANT,MAC1147,MAC1147,C,13,2.038461538,Retained,3.83
7797A55AAF7236F95DF30A895D7F4A61E45A498E,3.040740741,0,Marine Biology,Marine Biology,F,White,White,NFLA,NFLA,MAC1147,MAC1147,B+,15,3.146666667,Retained,3.2
77B2240880FF4B58D5BFF9E3EA0D2A517967DE68,4,12,Software Engineering,Software Engineering,M,Asian,Asian,ESCA,ESCA,MAC1147,MAC1147,A,13,4,Retained,3.5
781C8639BFE6A7A546A56227AA20C56EE9766AFD,2.395238095,7,Computer Engineering,Computer Engineering,M,White,White,DUVA,DUVA,MAC1147,MAC1147,F,14,0,Retained,2.58
78BAE479F99B043414957CD530EBCCBC9A3273AB,2.231818182,0,Computer Science,Computer Science,M,African American,African American,NFLA,NFLA,MAC1105C,MAC1105C,C,13,1.930769231,Retained,3.24
78C142BAA1C75E2C47970C63A37E40B98762DF0C,0.85,0,Cybersecurity,Cybersecurity,M,White,White,SANT,SANT,MAC1147,MAC1147,W,3,1.7,Retained,3.32
790F6C911E51CC9FDEA390D999C200E2818401A0,1.968421053,0,Cybersecurity,Cybersecurity,F,Hispanic,Hispanic,OKAL,OKAL,MAC1147,MAC1147,C-,13,1.884615385,Retained,3.68
79AEFD0C4E73EB70A4CD0CCBA30461B94B6EADA7,4,32,Marine Biology,Marine Biology,F,White,White,NFLA,NFLA,MAC1147,MAC1147,A,12,4,Retained,4.063
79CA91024488C286FCB1595BFC165A2D77FB1370,2.75862069,36,Cybersecurity,Cybersecurity,M,American Indian/Alaskan Native,Others,NFLA,NFLA,MAC2311,MAC2311,C+,16,3.25625,Retained,3.92
79ED2E387D2319EEA1FC03E09898A8DF6A863FCA,2.681818182,0,Computer Science,Computer Science,M,White,White,OKAL,OKAL,MAC1105C,MAC1105C,D,10,2.29,Retained,3.1
7A0DB322ED14C5F5CF32437B93A6C35E4474810A,3.125,0,Marine Biology,Marine Biology,F,White,White,NFLA,NFLA,MAC1105C,MAC1105C,B+,8,3.5375,Retained,3.1
7A9D4F2038CF87A699A1BFA9D1CF44DCF5A2AE71,3.162962963,10,Marine Biology,Marine Biology,F,White,White,NFLA,NFLA,MAC1147,MAC1147,A-,12,3.15,Retained,4.15
7AB3CD0AB33A1CDB4F332C3C144639D8AACFD9AB,3.97,58,Biomedical Sciences,Biomedical Sciences,M,White,White,ESCA,ESCA,NoAttempt,NoAttempt,NoAttempt,15,3.94,Retained,4.44
7B08011C75829D1219117CCD0F834E911F8D1B37,3.541025641,7,Mechanical Engineering,Mechanical Engineering,M,White,White,ESCA,ESCA,MAC1105C,MAC1105C,A,14,3.721428571,Retained,3.71
7B88F0495DA7EA16E11DCAB261DB1B15C6BC366E,0.75625,10,Electrical Engineering,Electrical Engineering,M,White,White,HILL,HILL,MAC1147,MAC1147,D,16,0.75625,Dropped,2.94
7BB9CBC1F6FC3758A50E4D33BEF6FCEDF19FBD36,3.160714286,4,Electrical Engineering,Electrical Engineering,M,White,White,SANT,SANT,MAC2312,MAC2312,NF,12,2.341666667,Retained,4.47
7C30471513CD1F6CF2A6B32CCA20BE0E77D21A95,2.644,0,Mechanical Engineering,Mechanical Engineering,M,White,White,LEON,Others,MAC1147,MAC1147,W,7,2.885714286,Retained,3.5
7C4017451039051B88EAC4088F3B3277CD35F5B9,3.9775,18,Marine Biology,Marine Biology,M,White,White,DUVA,DUVA,MAC1147,MAC1147,A,15,4,Retained,4.36
7C9B581811458133BECD15F12ACF3B0B08F0E373,2.62,6,Cybersecurity,Cybersecurity,F,White,White,OKAL,OKAL,NoAttempt,NoAttempt,NoAttempt,12,2.85,Dropped,3.6
7D7D530BCB0463894826A9F0B19DCB435A06F8E8,3.015789474,0,Cybersecurity,Cybersecurity,M,Not Reported,Not Reported,NFLA,NFLA,MAC1105C,MAC1105C,B,13,2.861538462,Retained,3.65
7D9479993D1F9667F1025DEE18DC3496BE6F95AE,2.910714286,0,Marine Biology,Marine Biology,M,White,White,NFLA,NFLA,MAC1147,MAC1147,C+,10,2.54,Retained,3.57
7DC927D1D09435ED67976D257E54DE7009269ECC,2.395454545,0,Computer Science,Computer Science,M,White,White,ESCA,ESCA,MAC1147,MAC1147,C,13,2.438461538,Retained,2.98
7E006811698D028D34B52C59B8CE92EEAB4F9CB1,2.861538462,6,Marine Biology,Marine Biology,F,White,White,NFLA,NFLA,MAC1105C,MAC1105C,B-,15,2.72,Retained,3.91
7E5620D12B6F07E2A595286B395200A3DC1B3525,3.867567568,45,Information Technology,Information Technology,M,Hispanic,Hispanic,ESCA,ESCA,MAC1147,MAC1147,B,16,3.75,Retained,4.22
7E9C0B3326065148E04A44794519F98099015CB6,3.73,6,Biomedical Sciences,Biomedical Sciences,F,Two or More,Two or More,SANT,SANT,MAC1105C,MAC1105C,A,12,3.575,Retained,4.51
7F452032A8F5B297D9696F8319E37301167064AF,3.194339623,28,Biomedical Sciences,Biomedical Sciences,F,White,White,ESCA,ESCA,MAC1147,MAC1147,B-,13,3.207692308,Retained,3.5
7F7258E90C154B878D4D6A7382A24A673D609601,3.183333333,12,Mechanical Engineering,Mechanical Engineering,M,White,White,SANT,SANT,MAC1147,MAC1147,B,12,3.183333333,Retained,4.22
7F861D05073FFDB6DA174673D340DC24561239D1,3.27,23,Physics,Physics,M,Two or More,Two or More,NFLA,NFLA,MAC2312,MAC2312,B+,15,3.153333333,Retained,3.92
7F917FF402DA7A309518542A8F29CD7C0A986098,3.434482759,16,Biochemistry,Biochemistry,M,Not Reported,Not Reported,SANT,SANT,NoAttempt,NoAttempt,NoAttempt,14,3.585714286,Retained,4.38
7FB51CD79CD17A1136A0FC1A6CB5BA83C7EB5B3E,2.684210526,9,Mathematics,Mathematics,F,White,White,OKAL,OKAL,MAC1147,MAC1147,B,13,2.007692308,Retained,3.31
7FE68466CFC67191A1C3AA7B3137C82DB8CD4ACC,3.062962963,0,Electrical Engineering,Electrical Engineering,M,Hispanic,Hispanic,ESCA,ESCA,NoAttempt,NoAttempt,NoAttempt,13,3.376923077,Dropped,3
809E08A56B34501FFD5966F0850AA40D81ACF60E,3.622580645,45,Environmental Management,Environmental Management,F,White,White,CITR,Others,NoAttempt,NoAttempt,NoAttempt,14,3.592857143,Retained,4.66
80D1CB45992623E42E87580F44F8DB73242C8EA5,4,30,Biomedical Sciences,Biomedical Sciences,F,White,White,SANT,SANT,NoAttempt,NoAttempt,NoAttempt,15,4,Dropped,4.62
8131E95B799DE783A9EC24062901E04FC42DD8BA,3.942424242,20,Biomedical Sciences,Biomedical Sciences,M,White,White,NFLA,NFLA,MAC1147,MAC1147,A,15,3.873333333,Retained,4.31
8139445C29E309E1929E51B21195DE01AE1DF365,3.396666667,0,Marine Biology,Marine Biology,F,White,White,SANT,SANT,MAC1147,MAC1147,C,12,2.666666667,Retained,4
